,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
52,ID3793312255,1,8,5,-37.8158343,145.04645,-37.816142799999994,144.9287483,11643.0,2018-01-28,10:58:01,3234.4799999999987,11:51:55,18.1
53,ID1936023925,0,4,8,-37.8092109,145.00089419999998,-37.807202000000004,145.0266373,3029.0,2018-06-03,23:02:34,731.6999999999998,23:14:45,14.0
54,ID3697289741,1,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357.0,2018-01-27,20:33:29,2437.38,21:14:06,21.72
55,ID1531897922,0,3,7,-37.8149226,144.99126280000002,-37.8618349,144.90571599999998,10053.0,2018-07-12,07:46:13,3219.600000000001,8:39:52,7.67
56,ID1935775944,0,9,4,-38.1109156,144.65417250000002,-37.8012467,144.9900561,46636.0,2018-06-04,18:56:57,11254.920000000006,22:04:31,20.17
57,ID5535121990,2,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-05-22,10:22:44,4917.479999999999,11:44:41,324.36
58,ID1218646113,0,1,7,-37.8002435,144.95504440000002,-37.8618349,144.90571599999998,9826.0,2018-05-20,11:49:33,3271.5000000000005,12:44:04,13.0
59,ID1997825206,0,6,3,-37.773845,144.9836895,-37.8198821,144.99686709999997,7174.0,2018-02-12,13:01:18,1615.9799999999993,13:28:13,9.71
60,ID1530095505,0,5,1,-37.804764899999995,144.93267980000002,-37.8204902,144.9661112,4042.0,2018-01-26,14:31:52,1046.4600000000003,14:49:18,9.03
61,ID3907609278,1,9,2,-38.1109156,144.65417250000002,-37.8250843,144.94974630000002,42999.0,2018-07-08,03:15:26,10383.479999999996,6:08:29,53.3
62,ID3300553718,1,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-05-03,00:31:06,12976.499999999995,4:07:22,59.61
63,ID1555208360,0,8,1,-37.807202000000004,145.0266373,-37.8178255,144.9673506,6310.0,2018-01-02,04:29:55,1598.5200000000007,4:56:33,13.11
64,ID1994726473,0,4,5,-37.8136771,145.01295469999997,-37.814871200000006,144.92715619999998,9149.0,2018-05-06,19:38:37,2315.639999999998,20:17:12,7.52
65,ID1277332500,0,2,7,-37.8147271,144.93776509999998,-37.8618349,144.90571599999998,10349.0,2018-06-04,17:40:14,3401.1600000000008,18:36:55,11.03
66,ID3972766253,1,1,7,-37.818695299999995,144.95532980000002,-37.8618349,144.90571599999998,8299.0,2018-01-16,12:07:46,2896.98,12:56:02,18.29
67,ID1598292823,0,5,2,-37.80503,144.9307406,-37.8242902,144.9445345,3719.0,2018-02-28,22:52:48,871.8,23:07:19,11.43
68,ID3149468913,1,6,1,-37.7874325,144.9803767,-37.8120017,144.9478347,6659.0,2018-04-19,23:34:00,1605.4799999999993,0:00:45,20.58
69,ID3357723354,1,3,6,-37.8142992,144.99819399999998,-37.773845,144.9836895,7043.0,2018-05-10,22:43:13,1561.5000000000002,23:09:14,21.29
70,ID1926326381,0,5,7,-37.8093489,144.9369713,-37.8618349,144.90571599999998,10502.0,2018-02-15,16:38:27,3422.580000000001,17:35:29,5.19
71,ID3966291918,1,4,3,-37.800518700000005,145.0018179,-37.8160506,144.97222109999998,4080.0,2018-02-25,20:27:28,1031.4600000000007,20:44:39,8.69
72,ID1844572429,0,3,9,-37.807943,144.9840139,-38.1109156,144.65417250000002,45575.0,2018-03-10,18:26:06,11026.68,21:29:52,11.6
73,ID3350891467,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-07-24,01:12:24,13173.36,4:51:57,60.13
74,ID1293982700,0,5,4,-37.8052871,144.9369256,-37.8099809,144.9991534,5700.0,2018-05-13,15:56:10,1477.74,16:20:47,14.84
75,ID3891636143,1,5,7,-37.8050924,144.9344702,-37.8618349,144.90571599999998,10839.0,2018-01-27,01:42:28,3505.5000000000005,2:40:53,29.47
76,ID3683568223,1,4,6,-37.8095167,144.99974,-37.773845,144.9836895,6523.0,2018-05-17,13:09:35,1406.1,13:33:01,15.7
77,ID1468458478,0,3,8,-37.8245985,144.96981350000001,-37.8158343,145.04645,8149.0,2018-01-14,05:35:23,2334.0,6:14:17,19.09
78,ID1493173752,0,1,8,-37.8079235,144.9704362,-37.8158343,145.04645,6982.0,2018-04-05,12:07:48,2052.3,12:42:00,9.57
79,ID5140634147,2,4,9,-37.804185100000005,145.0108945,-38.1109156,144.65417250000002,48480.0,2018-02-23,20:34:57,11762.52,23:50:59,384.69
80,ID1556170415,0,9,3,-38.1109156,144.65417250000002,-37.8103055,144.9983112,46754.0,2018-07-25,06:50:51,11323.020000000004,9:59:34,14.13
81,ID3421818958,1,5,7,-37.81151989999999,144.92720680000002,-37.8618349,144.90571599999998,11483.0,2018-04-02,18:17:09,3698.16,19:18:47,22.97
82,ID3868743707,1,6,5,-37.7874421,144.9804091,-37.8050894,144.9368101,5779.0,2018-06-08,05:55:35,1564.86,6:21:39,20.08
83,ID1227883547,0,5,9,-37.8119041,144.93608740000002,-38.1109156,144.65417250000002,42781.0,2018-01-03,04:05:14,10246.8,6:56:00,21.19
84,ID3721392493,1,9,3,-38.1109156,144.65417250000002,-37.8204506,144.998821,46785.0,2018-04-05,18:40:17,11220.959999999995,21:47:17,48.23
85,ID1985124818,0,2,6,-37.8227836,144.93575230000002,-37.7874421,144.9804091,7002.0,2018-05-19,17:42:06,1900.3200000000006,18:13:46,13.11
86,ID1346318271,0,3,5,-37.8242079,144.98029240000002,-37.810149200000005,144.93203789999998,5248.0,2018-04-21,12:29:49,1271.82,12:51:00,12.84
87,ID3159483369,1,9,1,-38.1109156,144.65417250000002,-37.8085204,144.96072869999998,43713.0,2018-05-16,14:40:17,10596.96000000001,17:36:53,46.79
88,ID5829401221,2,1,6,-37.8083976,144.96166599999998,-37.7738026,144.98364660000001,7566.0,2018-06-17,08:22:33,2434.62,9:03:07,87.02
89,ID3376263532,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-11,23:58:01,13204.979999999996,3:38:05,59.37
90,ID3461802384,1,4,5,-37.8069141,144.99846599999998,-37.7952931,144.9310355,7234.0,2018-04-01,06:35:03,1757.04,7:04:20,13.87
91,ID3476859036,1,2,8,-37.8179807,144.9319734,-37.807202000000004,145.0266373,9338.0,2018-06-20,11:17:58,2402.88,11:58:00,14.34
92,ID3842994004,1,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-05-20,10:48:27,12952.44000000001,14:24:19,26.185
93,ID3683818883,1,2,4,-37.812284000000005,144.93858319999998,-37.7992172,145.0095819,7430.0,2018-05-15,13:32:44,1970.34,14:05:34,15.85
94,ID3800169801,1,6,4,-37.7738026,144.98364660000001,-37.8094815,145.0100269,10252.0,2018-05-17,12:12:29,3108.3,13:04:17,19.45
95,ID1475060904,0,7,1,-37.8618349,144.90571599999998,-37.8167966,144.9699858,7969.0,2018-04-04,05:31:35,2768.34,6:17:43,14.34
96,ID3390783370,1,4,3,-37.7995341,144.9999076,-37.8186685,144.98310469999998,3418.0,2018-04-01,00:08:48,906.6600000000008,0:23:54,21.91
97,ID1510550965,0,5,8,-37.795421399999995,144.9311334,-37.8158343,145.04645,11372.0,2018-02-20,23:45:02,3118.86,0:37:00,15.16
98,ID3344053403,1,6,8,-37.7738026,144.98364660000001,-37.8158343,145.04645,13562.0,2018-07-25,11:54:49,4213.56,13:05:02,18.77
99,ID1823406901,0,4,6,-37.8048062,144.9981236,-37.7738026,144.98364660000001,8983.0,2018-05-07,19:40:07,2784.360000000001,20:26:31,10.53
100,ID1114957025,0,4,9,-37.805510600000005,144.9986564,-38.1109156,144.65417250000002,47111.0,2018-03-03,09:02:40,11404.98,12:12:44,17.73
101,ID3480044233,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-04-22,03:19:13,13173.36,6:58:46,64.35
102,ID3114322153,1,7,5,-37.8618349,144.90571599999998,-37.8062135,144.9397323,10368.0,2018-05-15,00:33:23,3378.659999999999,1:29:41,26.85
103,ID1200895977,0,4,1,-37.81622279999999,145.0074469,-37.798718900000004,144.9750354,4487.0,2018-07-11,10:36:34,1230.0599999999993,10:57:04,4.32
104,ID3332847796,1,9,5,-38.1109156,144.65417250000002,-37.802178999999995,144.9346166,43758.0,2018-04-19,02:08:36,10472.159999999996,5:03:08,50.24
105,ID1916359879,0,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-05-08,23:09:12,3863.5799999999986,0:13:35,15.58
106,ID1402430568,0,5,7,-37.804804299999994,144.9244857,-37.8618349,144.90571599999998,11685.0,2018-06-21,20:33:02,3721.4400000000014,21:35:03,10.73
107,ID1700214571,0,6,1,-37.7907967,144.985865,-37.8050607,144.9441007,5267.0,2018-07-18,05:45:38,1542.66,6:11:20,11.36
108,ID1372606620,0,3,5,-37.8125115,144.9738878,-37.80467279999999,144.9365014,3872.0,2018-03-19,16:14:31,1020.54,16:31:31,7.71
109,ID3663704023,1,3,1,-37.8248384,144.99132849999998,-37.812505200000004,144.9652372,3018.0,2018-05-23,04:05:12,775.62,4:18:07,15.3
110,ID1152925937,0,1,9,-37.8207651,144.966875,-38.1109156,144.65417250000002,43986.0,2018-05-27,03:50:10,10698.36,6:48:28,26.47
111,ID1644110233,0,2,3,-37.8197216,144.9514715,-37.809341700000004,144.9923949,4206.0,2018-01-08,14:52:51,997.5,15:09:28,8.07
112,ID1746073197,0,4,2,-37.8010903,144.99511,-37.821023,144.947451,5603.0,2018-03-08,14:38:03,1334.04,15:00:17,10.66
113,ID1493703057,0,4,5,-37.800479100000004,145.01000259999998,-37.8059969,144.93189019999997,7771.0,2018-03-14,16:24:11,2080.620000000001,16:58:51,4.985
114,ID1325813088,0,5,3,-37.8057182,144.93279280000002,-37.8173291,145.00880869999997,7503.0,2018-01-04,09:53:12,1888.92,10:24:40,5.89
115,ID3958565652,1,7,2,-37.8618349,144.90571599999998,-37.8134275,144.94109740000002,10018.0,2018-05-14,17:33:09,3309.0599999999986,18:28:18,23.08
116,ID5177982394,2,3,4,-37.8153174,144.9854775,-37.802017,145.006551,2931.0,2018-06-28,23:40:49,713.88,23:52:42,76.22
117,ID3549346466,1,5,4,-37.793445399999996,144.9363949,-37.8031341,145.003551,6963.0,2018-03-04,04:49:30,1798.14,5:19:28,25.01
118,ID1538744244,0,1,2,-37.811543,144.94593899999998,-37.8122532,144.93881330000002,766.0,2018-02-28,07:24:16,218.94000000000003,7:27:54,2.29
