,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
47,ID1596419083,0.0,1,7,-37.820064,144.9583151,-37.8618349,144.90571599999998,7878.0,2018-03-13,07:43:43,2755.26,8:29:38,6.92
48,ID1501547857,0.0,9,4,-38.1109156,144.65417250000002,-37.7964505,145.0087756,48732.0,2018-04-16,15:07:09,11914.080000000005,18:25:43,22.48
49,ID3500591331,1.0,4,6,-37.8110172,144.9995882,-37.7738026,144.98364660000001,9460.0,2018-01-22,03:17:07,2876.1600000000008,4:05:03,46.89457532026462
50,ID1149434490,0.0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-06-24,20:34:59,4292.399999999998,21:46:31,16.3
51,ID1416104883,0.0,2,4,-37.813424100000006,144.9444378,-37.804123,144.9958114,5192.0,2018-03-04,01:09:29,1313.5800000000004,1:31:22,16.09
52,ID1365874188,0.0,5,7,-37.808944200000006,144.92577340000003,-37.8618349,144.90571599999998,11460.0,2018-02-21,11:59:17,3627.6,12:59:44,8.29
53,ID5326004646,2.0,3,4,-37.8236865,144.98682019999998,-37.8128818,145.0025987,2401.0,2018-01-08,05:15:27,585.18,5:25:12,83.42
54,ID3927484849,1.0,9,1,-38.1109156,144.65417250000002,-37.8034374,144.9526287,43628.0,2018-05-11,20:15:44,10480.739999999996,23:10:24,169.1805692961038
55,ID3957591470,1.0,1,8,-37.8117045,144.94069109999998,-37.8158343,145.04645,9643.0,2018-04-07,21:07:39,2738.76,21:53:17,28.49
56,ID3364090539,1.0,4,2,-37.8016321,144.9973864,-37.8095985,144.9345653,6485.0,2018-06-18,03:28:15,1631.0999999999995,3:55:26,20.09
57,ID3378806052,1.0,1,5,-37.802256400000005,144.96332560000002,-37.8001819,144.92894109999997,4112.0,2018-02-01,12:33:50,1075.98,12:51:45,13.36
58,ID5247361151,2.0,6,2,-37.7874325,144.9803767,-37.8208693,144.9480861,5460.0,2018-02-13,07:44:13,1274.1000000000008,8:05:27,134.1
59,ID1692097213,0.0,9,4,-38.1109156,144.65417250000002,-37.816178799999996,145.00745419999998,47589.0,2018-01-21,23:48:45,11433.720000000005,2:59:18,22.150678212592695
60,ID1970428678,0.0,4,1,-37.811512,145.0098666,-37.819663299999995,144.97273159999997,4565.0,2018-03-15,14:05:32,1106.2199999999998,14:23:58,9.47
61,ID1825665871,0.0,2,9,-37.8125724,144.9363509,-38.1109156,144.65417250000002,42812.0,2018-03-28,12:08:44,10258.14,14:59:42,21.01
62,ID1939497959,0.0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-02-10,09:35:01,13204.979999999996,13:15:05,22.97
63,ID3938303375,1.0,1,9,-37.8206984,144.96690780000003,-38.1109156,144.65417250000002,44002.0,2018-06-01,21:36:32,10623.6,0:33:35,170.5191013069609
64,ID3448017309,1.0,1,8,-37.8125778,144.948231,-37.8158343,145.04645,10363.0,2018-07-21,19:40:29,3007.0800000000013,20:30:36,25.57
65,ID1298791415,0.0,2,6,-37.820792499999996,144.9486185,-37.7874325,144.9803767,5410.0,2018-07-27,06:45:10,1431.5400000000006,7:09:01,8.33
66,ID3993591486,1.0,3,6,-37.8240266,144.9699522,-37.7907967,144.985865,4712.0,2018-06-25,01:18:16,1354.0200000000002,1:40:50,29.901660915052595
67,ID1921292775,0.0,2,4,-37.814114200000006,144.9388715,-37.8043808,145.0133855,7367.0,2018-03-21,19:18:18,1947.2400000000007,19:50:45,11.964314301487518
68,ID1224934812,0.0,4,6,-37.7994507,144.99412009999998,-37.7907967,144.985865,1848.0,2018-07-24,23:12:33,569.5799999999998,23:22:02,12.77
69,ID3556501641,1.0,4,1,-37.814457399999995,145.0077358,-37.8043725,144.9707605,4100.0,2018-04-07,12:16:41,966.9600000000003,12:32:47,18.45
70,ID1177775742,0.0,1,6,-37.815535700000005,144.9582629,-37.7907967,144.985865,4450.0,2018-04-24,13:53:10,1245.1800000000005,14:13:55,10.17
71,ID1384559551,0.0,3,9,-37.8177751,145.0079809,-38.1109156,144.65417250000002,47625.0,2018-04-09,07:05:20,11539.08,10:17:39,18.08
72,ID3341348729,1.0,5,6,-37.8069024,144.9374796,-37.7908183,144.9857929,6418.0,2018-01-17,09:23:25,1601.6399999999994,9:50:06,11.76
73,ID3344363326,1.0,3,8,-37.8239805,144.98272759999998,-37.8158343,145.04645,6852.0,2018-02-18,22:30:49,2019.96,23:04:28,28.28
74,ID1450652405,0.0,5,1,-37.8058839,144.9372744,-37.8115093,144.96867680000003,3361.0,2018-05-11,05:57:33,770.4,6:10:23,10.94978061773516
75,ID3407166224,1.0,2,3,-37.8237359,144.9348424,-37.818893,144.9813747,4525.0,2018-06-05,19:23:58,1119.0000000000002,19:42:37,13.92
76,ID1229712316,0.0,3,2,-37.8232592,145.0052851,-37.814893100000006,144.9272025,8662.0,2018-05-03,01:44:40,2030.7600000000016,2:18:30,16.58
77,ID3492238655,1.0,2,6,-37.815866299999996,144.92163630000002,-37.7908183,144.9857929,7836.0,2018-02-16,01:43:45,2096.28,2:18:41,41.08234006456446
78,ID1767782051,0.0,5,6,-37.7993605,144.9248132,-37.7908183,144.9857929,8898.0,2018-06-15,20:41:13,2280.360000000001,21:19:13,12.352045472187681
79,ID1944595470,0.0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-07-28,02:09:20,12681.060000000005,5:40:41,23.022630152971967
80,ID1705770522,0.0,1,6,-37.818427899999996,144.94845719999998,-37.773845,144.9836895,6630.0,2018-01-25,07:17:26,1435.3200000000004,7:41:21,11.777666442045309
81,ID3852182694,1.0,8,4,-37.807202000000004,145.0266373,-37.8138028,145.0142999,3392.0,2018-04-04,12:25:52,854.82,12:40:06,25.17743028849828
82,ID1975245624,0.0,2,1,-37.81401629999999,144.9360782,-37.8068572,144.9462833,1777.0,2018-02-19,14:18:58,456.66000000000014,14:26:34,9.3
83,ID5799427069,2.0,7,1,-37.8618349,144.90571599999998,-37.8204229,144.9691189,7665.0,2018-01-28,02:23:18,2666.7599999999993,3:07:44,775.2458068411229
84,ID1441359090,0.0,7,6,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-04-19,07:20:26,3645.2999999999984,8:21:11,7.3
85,ID1177806000,0.0,6,7,-37.7738026,144.98364660000001,-37.8618349,144.90571599999998,16033.0,2018-01-08,19:48:26,5323.559999999999,21:17:09,14.159009484562388
86,ID3802648769,1.0,4,6,-37.800069799999996,144.9953249,-37.7908183,144.9857929,1912.0,2018-02-08,15:49:28,475.5,15:57:23,19.88056564660405
87,ID1342646671,0.0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-04-19,11:46:05,12681.059999999998,15:17:26,19.19
88,ID3549139349,1.0,9,5,-38.1109156,144.65417250000002,-37.8044762,144.9172294,44640.0,2018-03-02,08:16:50,10828.379999999996,11:17:18,47.85
89,ID1332119645,0.0,9,3,-38.1109156,144.65417250000002,-37.818575,145.0052604,47283.0,2018-06-26,21:38:12,11488.859999999993,0:49:40,22.073182629160787
90,ID1341385470,0.0,8,2,-37.8158343,145.04645,-37.814813799999996,144.9377022,9932.0,2018-07-23,06:18:37,2782.499999999998,7:04:59,6.97
91,ID3600449787,1.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-02-24,18:23:01,4911.5999999999985,19:44:52,67.26245145338628
92,ID3485581957,1.0,9,6,-38.1109156,144.65417250000002,-37.7908183,144.9857929,47186.0,2018-04-04,00:51:28,11423.220000000007,4:01:51,56.81
93,ID3376751798,1.0,8,1,-37.8158343,145.04645,-37.8080424,144.96889769999999,6904.0,2018-01-24,23:40:30,2026.56,0:14:16,37.74674692520945
94,ID1983869283,0.0,7,3,-37.8618349,144.90571599999998,-37.8211305,144.98338230000002,9062.0,2018-06-21,07:01:28,2978.7599999999993,7:51:06,7.57
95,ID1335927845,0.0,6,8,-37.7874325,144.9803767,-37.807202000000004,145.0266373,5793.0,2018-07-15,18:22:29,1493.5200000000007,18:47:22,13.49
